Date,AwayTeam,AwayJersey,HomeTeam,HomeJersey
4/1/21,BAL,Postponed - 4/2/21,BOS,Postponed - 4/2/21
4/1/21,PIT,Road gray,CHC,Home white
4/1/21,STL,Road gray blue hat Bob Gibson 45 memorial patch,CIN,Home white Joe Morgan 8 memorial patch
4/1/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home white
4/1/21,CLE,Road navy,DET,Home white
4/1/21,TEX,Road gray,KCR,Home white
4/1/21,CHW,Road black,LAA,Home white
4/1/21,TBR,Road navy,MIA,Home white
4/1/21,MIN,Road navy Mike Bell MB memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
4/1/21,TOR,Road powder,NYY,Home white Whitey Ford 16 memorial patch
4/1/21,HOU,Road gray,OAK,Home white
4/1/21,ATL,Road navy 150th season patch 2021 All Star Game patch,PHI,Home white Dick Allen 15 memorial patch
4/1/21,ARI,Road red A hat,SDP,Home white
4/1/21,SFG,Road gray,SEA,Home white
4/1/21,NYM,Postponed - 6/19/21,WSN,Postponed - 6/19/21
4/2/21,BAL,Road black,BOS,Home white
4/2/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home white
4/2/21,CHW,Road gray,LAA,Home white
4/2/21,TBR,Road gray,MIA,Home black
4/2/21,HOU,Road gray,OAK,Home kelly green
4/2/21,ARI,Road gray,SDP,Home white
4/2/21,SFG,Road gray,SEA,Home teal
4/3/21,BAL,Road orange,BOS,Home white
4/3/21,PIT,Road black,CHC,Home white
4/3/21,STL,Road powder Bob Gibson 45 memorial patch,CIN,Home red Joe Morgan 8 memorial patch
4/3/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home purple
4/3/21,CLE,Road navy,DET,Home white
4/3/21,TEX,Road gray,KCR,Home powder
4/3/21,CHW,Road black,LAA,Home white
4/3/21,TBR,Road gray,MIA,Home black
4/3/21,MIN,Road gray Mike Bell MB memorial patch,MIL,Home white Hank Aaron 44 memorial patch
4/3/21,TOR,Road gray,NYY,Home white Whitey Ford 16 memorial patch
4/3/21,HOU,Road gray,OAK,Home white
4/3/21,ATL,Road gray 150th season patch,PHI,Home cream Dick Allen 15 memorial patch
4/3/21,ARI,Road gray,SDP,Home white
4/3/21,SFG,Road gray,SEA,Home white
4/3/21,NYM,Postponed - 6/28/21,WSN,Postponed - 6/28/21
4/4/21,BAL,Road gray,BOS,Home white
4/4/21,PIT,Road gray,CHC,Home white
4/4/21,STL,Road gray blue hat Bob Gibson 45 memorial patch,CIN,Home red Joe Morgan 8 memorial patch
4/4/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,COL,Home black
4/4/21,CLE,Road navy,DET,Home white
4/4/21,TEX,Road gray,KCR,Home powder
4/4/21,CHW,Road gray,LAA,Home white
4/4/21,MIN,Road gray Mike Bell MB memorial patch,MIL,Home white Hank Aaron 44 memorial patch
4/4/21,TOR,Road royal,NYY,Home white Whitey Ford 16 memorial patch
4/4/21,HOU,Road gray,OAK,Home green
4/4/21,ATL,Road gray 150th season patch,PHI,Home cream Dick Allen 15 memorial patch
4/4/21,ARI,Road red snake hat,SDP,Home camo green
4/4/21,NYM,Postponed - 9/4/21,WSN,Postponed - 9/4/21
4/5/21,TBR,Road navy,BOS,Home white
4/5/21,MIL,Road navy Hank Aaron 44 memorial patch,CHC,Home white
4/5/21,PIT,Road black,CIN,Home white Joe Morgan 8 memorial patch
4/5/21,KCR,Road gray,CLE,Home white
4/5/21,MIN,Road gray Mike Bell MB memorial patch,DET,Home white
4/5/21,HOU,Road gray,LAA,Home white
4/5/21,STL,Road gray Bob Gibson 45 memorial patch,MIA,Home white
4/5/21,BAL,Road gray,NYY,Home white Whitey Ford 16 memorial patch
4/5/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,OAK,Home white
4/5/21,NYM,Road gray Tom Seaver 41 memorial patch,PHI,Home white Dick Allen 15 memorial patch
4/5/21,SFG,Road gray,SDP,Home white
4/5/21,CHW,Road gray,SEA,Home white
4/5/21,TOR,Road royal,TEX,Home white blue hat
4/5/21,ATL,Postponed - 4/7/21,WSN,Postponed - 4/7/21
4/6/21,TBR,Road navy,BOS,Home white
4/6/21,MIL,Road gray Hank Aaron 44 memorial patch,CHC,Home white
4/6/21,PIT,Road gray,CIN,Home white Joe Morgan 8 memorial patch
4/6/21,ARI,Road gray,COL,Home black
4/6/21,MIN,Road navy Mike Bell MB memorial patch,DET,Home white
4/6/21,HOU,Road orange,LAA,Home white
4/6/21,STL,Road gray Bob Gibson 45 memorial patch,MIA,Home white
4/6/21,BAL,Road gray,NYY,Home white Whitey Ford 16 memorial patch
4/6/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,OAK,Home kelly green
4/6/21,NYM,Road gray Tom Seaver 41 memorial patch,PHI,Home white Dick Allen 15 memorial patch
4/6/21,SFG,Road gray,SDP,Home white
4/6/21,CHW,Road gray,SEA,Home white
4/6/21,TOR,Road royal,TEX,Home white red hat
4/6/21,ATL,Road navy 150th season patch,WSN,Home white white panel hat
4/7/21,TBR,Road navy,BOS,Home white
4/7/21,MIL,Road gray Hank Aaron 44 memorial patch,CHC,Home white
4/7/21,PIT,Road gray,CIN,Home red Joe Morgan 8 memorial patch
4/7/21,KCR,Road royal,CLE,Home red
4/7/21,ARI,Road red snake hat,COL,Home white
4/7/21,MIN,Road gray Mike Bell MB memorial patch,DET,Home white
4/7/21,STL,Road gray Bob Gibson 45 memorial patch,MIA,Home white
4/7/21,BAL,Road gray,NYY,Home white Whitey Ford 16 memorial patch
4/7/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,OAK,Home white
4/7/21,NYM,Road gray Tom Seaver 41 memorial patch,PHI,Home cream Dick Allen 15 memorial patch
4/7/21,SFG,Road gray,SDP,Home white
4/7/21,CHW,Road gray,SEA,Home white
4/7/21,TOR,Road powder,TEX,Home white red hat
4/7/21,ATL,Road navy 150th season patch,WSN,Home white white panel hat
4/7/21,ATL,Road gray 150th season patch,WSN,Home red
4/8/21,BOS,Road navy,BAL,Home white
4/8/21,KCR,Road gray,CHW,Home white
4/8/21,ARI,Road gray,COL,Home white
4/8/21,OAK,Road gray,HOU,Home white
4/8/21,SEA,Road navy teal brim hat,MIN,Home white Mike Bell MB memorial patch
4/8/21,MIA,Road black,NYM,Home white Tom Seaver 41 memorial patch
4/8/21,CHC,Road royal,PIT,Home white
4/8/21,MIL,Road gray Hank Aaron 44 memorial patch,STL,Home white Bob Gibson 45 memorial patch
4/8/21,LAA,Road gray,TOR,Home white white panel hat
4/9/21,CIN,Road gray Joe Morgan 8 memorial patch,ARI,Home white teal accents
4/9/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home throwback
4/9/21,DET,Road gray,CLE,Home white
4/9/21,OAK,Road gray,HOU,Home orange
4/9/21,WSN,Road gray,LAD,Home white Championship Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/9/21,COL,Road gray,SFG,Home cream
4/9/21,NYY,Road gray Whitey Ford 16 memorial patch,TBR,Home white
4/9/21,SDP,Road sand,TEX,Home red
4/9/21,LAA,Road gray,TOR,Home royal
4/10/21,CIN,Road red Joe Morgan 8 memorial patch,ARI,Home black
4/10/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home throwback
4/10/21,BOS,Road navy,BAL,Home orange
4/10/21,KCR,Postponed - 5/14/21,CHW,Postponed - 5/14/21
4/10/21,DET,Road gray,CLE,Home white
4/10/21,OAK,Road gray,HOU,Home white
4/10/21,WSN,Road gray,LAD,Home white Championship Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/10/21,SEA,Road navy teal brim hat,MIN,Home red Mike Bell MB memorial patch
4/10/21,MIA,Road black,NYM,Home white Tom Seaver 41 memorial patch
4/10/21,CHC,Road royal,PIT,Home white
4/10/21,COL,Road black,SFG,Home cream
4/10/21,MIL,Road navy Hank Aaron 44 memorial patch,STL,Home cream Bob Gibson 45 memorial patch
4/10/21,NYY,Road gray Whitey Ford 16 memorial patch,TBR,Home white
4/10/21,SDP,Road sand,TEX,Home white blue hat
4/10/21,LAA,Road gray,TOR,Home white
4/11/21,CIN,Road gray Joe Morgan 8 memorial patch,ARI,Home red snake hat
4/11/21,PHI,Road gray Dick Allen 15 memorial patch,ATL,Home throwback
4/11/21,BOS,Road navy,BAL,Home white
4/11/21,KCR,Road royal,CHW,Home throwback
4/11/21,DET,Road gray,CLE,Home red
4/11/21,WSN,Road gray,LAD,Home white Championship Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/11/21,SEA,Road gray,MIN,Home white Mike Bell MB memorial patch
4/11/21,MIA,Road black,NYM,Home white Tom Seaver 41 memorial patch
4/11/21,CHC,Road royal,PIT,Home white
4/11/21,COL,Road gray,SFG,Home cream
4/11/21,MIL,Road navy Hank Aaron 44 memorial patch,STL,Home white Sunday hat Bob Gibson 45 memorial patch
4/11/21,NYY,Road gray Whitey Ford 16 memorial patch,TBR,Home powder throwback hat
4/11/21,SDP,Road sand,TEX,Home powder
4/11/21,LAA,Postponed - 8/10/21,TOR,Postponed - 8/10/21
4/12/21,OAK,Road gray,ARI,Home white sand accents
4/12/21,MIA,Road gray,ATL,Home throwback
4/12/21,SEA,Postponed - 4/13/21,BAL,Postponed - 4/13/21
4/12/21,CLE,Road navy,CHW,Home white
4/12/21,DET,Road gray,HOU,Home white
4/12/21,LAA,Road gray,KCR,Home white
4/12/21,CHC,Road gray,MIL,Home cream Hank Aaron 44 memorial patch
4/12/21,BOS,Postponed - 4/14/21,MIN,Postponed - 4/14/21
4/12/21,PHI,Postponed - 4/13/21,NYM,Postponed - 4/13/21
4/12/21,SDP,Road sand,PIT,Home white
4/12/21,CIN,Road gray Joe Morgan 8 memorial patch,SFG,Home cream
4/12/21,WSN,Road gray,STL,Home white Bob Gibson 45 memorial patch
4/12/21,TEX,Road gray,TBR,Home navy
4/12/21,NYY,Road gray Whitey Ford 16 memorial patch,TOR,Home white
4/13/21,OAK,Road gray,ARI,Home white teal accents
4/13/21,MIA,Road gray,ATL,Home throwback
4/13/21,SEA,Road navy teal brim hat,BAL,Home white
4/13/21,SEA,Road navy teal brim hat,BAL,Home white
4/13/21,CLE,Road navy,CHW,Home white
4/13/21,DET,Road gray,HOU,Home orange
4/13/21,LAA,Road gray,KCR,Home white
4/13/21,COL,Road gray,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/13/21,CHC,Road royal,MIL,Home cream Hank Aaron 44 memorial patch
4/13/21,BOS,Road gray,MIN,Home navy Mike Bell MB memorial patch
4/13/21,PHI,Road gray Dick Allen 15 memorial patch,NYM,Home white Tom Seaver 41 memorial patch
4/13/21,PHI,Road gray Dick Allen 15 memorial patch,NYM,Home white Tom Seaver 41 memorial patch
4/13/21,SDP,Road sand,PIT,Home white
4/13/21,CIN,Road gray Joe Morgan 8 memorial patch,SFG,Home cream
4/13/21,WSN,Road gray,STL,Home white Bob Gibson 45 memorial patch
4/13/21,TEX,Road royal,TBR,Home navy
4/13/21,NYY,Road gray Whitey Ford 16 memorial patch,TOR,Home powder
4/14/21,MIA,Road gray,ATL,Home throwback
4/14/21,SEA,Postponed - 4/15/21,BAL,Postponed - 4/15/21
4/14/21,CLE,Road gray,CHW,Home black
4/14/21,DET,Road gray,HOU,Home white
4/14/21,LAA,Road gray,KCR,Home powder
4/14/21,COL,Road gray,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/14/21,CHC,Road royal,MIL,Home cream Hank Aaron 44 memorial patch
4/14/21,BOS,Road gray,MIN,Home white Mike Bell MB memorial patch
4/14/21,BOS,Road navy,MIN,Home powder Mike Bell MB memorial patch
4/14/21,PHI,Road gray Dick Allen 15 memorial patch,NYM,Home white Tom Seaver 41 memorial patch
4/14/21,SDP,Road brown,PIT,Home white Military Appreciation
4/14/21,CIN,Road red Joe Morgan 8 memorial patch,SFG,Home cream
4/14/21,WSN,Road gray,STL,Home white Bob Gibson 45 memorial patch
4/14/21,TEX,Road gray,TBR,Home navy
4/14/21,NYY,Road gray Whitey Ford 16 memorial patch,TOR,Home powder
4/15/21,MIA,Road black Jackie Robinson Day,ATL,Home red Jackie Robinson Day
4/15/21,SEA,Road teal Jackie Robinson Day,BAL,Home white Jackie Robinson Day
4/15/21,SEA,Road navy teal brim hat,BAL,Home white
4/15/21,CLE,Road gray Jackie Robinson Day,CHW,Home white Jackie Robinson Day
4/15/21,TOR,Road royal Jackie Robinson Day,KCR,Home white Jackie Robinson Day
4/15/21,COL,Road purple Jackie Robinson Day,LAD,Home white Jackie Robinson Day
4/15/21,BOS,Road gray Jackie Robinson Day,MIN,Home powder Jackie Robinson Day Mike Bell MB memorial patch
4/15/21,PHI,Postponed - 6/25/21,NYM,Postponed - 6/25/21
4/15/21,DET,Road gray Jackie Robinson Day,OAK,Home white Jackie Robinson Day
4/15/21,SDP,Road sand Jackie Robinson Day,PIT,Home black Pittsburgh Jackie Robinson Day
4/15/21,TEX,Road gray Jackie Robinson Day,TBR,Home navy Jackie Robinson Day
4/15/21,ARI,Road red Jackie Robinson Day,WSN,Home navy Jackie Robinson Day
4/16/21,CHW,Postponed - 4/18/21,BOS,Postponed - 4/18/21
4/16/21,ATL,Road red Jackie Robinson Day,CHC,Home white Jackie Robinson Day
4/16/21,CLE,Road gray Jackie Robinson Day,CIN,Home red Jackie Robinson Day
4/16/21,NYM,Postponed - 4/17/21,COL,Postponed - 4/17/21
4/16/21,TOR,Postponed - 4/17/21,KCR,Postponed - 4/17/21
4/16/21,MIN,Road powder Jackie Robinson Day Mike Bell MB memorial patch,LAA,Home red Jackie Robinson Day
4/16/21,SFG,Road gray Jackie Robinson Day,MIA,Home black Jackie Robinson Day
4/16/21,PIT,Road black Jackie Robinson Day,MIL,Home white Jackie Robinson Day
4/16/21,TBR,Road navy Jackie Robinson Day,NYY,Home white Jackie Robinson Day Whitey Ford 16 memorial patch
4/16/21,DET,Road gray,OAK,Home kelly green
4/16/21,STL,Road gray Jackie Robinson Day,PHI,Home white Jackie Robinson Day
4/16/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SDP,Home white
4/16/21,HOU,Road gray Jackie Robinson Day,SEA,Home teal Jackie Robinson Day
4/16/21,BAL,Road black,TEX,Home red
4/16/21,ARI,Road gray,WSN,Home navy
4/17/21,CHW,Road gray,BOS,City Connect
4/17/21,ATL,Road navy 150th season patch,CHC,Home white
4/17/21,CLE,Road gray,CIN,Home white Joe Morgan 8 memorial patch
4/17/21,NYM,Road gray Tom Seaver 41 memorial patch,COL,Home white
4/17/21,NYM,Road gray Tom Seaver 41 memorial patch,COL,Home purple
4/17/21,TOR,Road royal,KCR,Home powder
4/17/21,TOR,Road royal,KCR,Home white
4/17/21,MIN,Postponed - 5/20/21,LAA,Postponed - 5/20/21
4/17/21,SFG,Road gray,MIA,Home black
4/17/21,PIT,Road gray,MIL,Home white Hank Aaron 44 memorial patch
4/17/21,TBR,Road navy,NYY,Home white Whitey Ford 16 memorial patch
4/17/21,DET,Road gray,OAK,Home white
4/17/21,STL,Road powder Bob Gibson 45 memorial patch,PHI,Home cream Dick Allen 15 memorial patch
4/17/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SDP,Home white
4/17/21,HOU,Road gray,SEA,Home white
4/17/21,BAL,Road orange,TEX,Home white blue hat
4/17/21,ARI,Road gray,WSN,Home white Curly W
4/18/21,CHW,Road gray,BOS,City Connect
4/18/21,CHW,Road black,BOS,Home white
4/18/21,ATL,Road navy 150th season patch,CHC,Home white
4/18/21,CLE,Road navy,CIN,Home red Joe Morgan 8 memorial patch
4/18/21,NYM,Road gray Tom Seaver 41 memorial patch,COL,Home white
4/18/21,TOR,Road royal,KCR,Home powder
4/18/21,MIN,Postponed - 5/20/21,LAA,Postponed - 5/20/21
4/18/21,SFG,Road gray,MIA,Home white
4/18/21,PIT,Road gray,MIL,Home white Hank Aaron 44 memorial patch
4/18/21,TBR,Road navy,NYY,Home white Whitey Ford 16 memorial patch
4/18/21,DET,Road gray,OAK,Home white
4/18/21,STL,Road gray Bob Gibson 45 memorial patch,PHI,Home cream Dick Allen 15 memorial patch
4/18/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SDP,Home camo brown
4/18/21,HOU,Road orange,SEA,Home cream
4/18/21,BAL,Road black,TEX,Home powder
4/18/21,ARI,Road red snake hat,WSN,Home white Curly W
4/19/21,CHW,Road gray,BOS,Home white Patriot’s Day
4/19/21,TBR,Road navy,KCR,Home white
4/19/21,TEX,Road gray,LAA,Home white
4/19/21,MIN,Postponed - 4/20/21,OAK,Postponed - 4/20/21
4/19/21,SFG,Road gray,PHI,Home white Dick Allen 15 memorial patch
4/19/21,MIL,Road navy Hank Aaron 44 memorial patch,SDP,Home white
4/19/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SEA,Home white
4/19/21,STL,Road gray Bob Gibson 45 memorial patch,WSN,Home navy US hat
4/20/21,TOR,Road powder,BOS,Home red
4/20/21,NYM,Road royal Tom Seaver 41 memorial patch,CHC,Home white
4/20/21,ARI,Road gray,CIN,Home white Joe Morgan 8 memorial patch
4/20/21,CHW,Road gray,CLE,Home red
4/20/21,HOU,Road gray orange brim hat,COL,Home white
4/20/21,PIT,Postponed - 4/21/21,DET,Postponed - 4/21/21
4/20/21,TBR,Road navy,KCR,Home white
4/20/21,TEX,Road royal,LAA,Home red
4/20/21,BAL,Road gray,MIA,Home white
4/20/21,ATL,Road gray 150th season patch,NYY,Home white Whitey Ford 16 memorial patch
4/20/21,MIN,Road navy Mike Bell MB memorial patch,OAK,Home white
4/20/21,MIN,Road gray Mike Bell MB memorial patch,OAK,Home kelly green
4/20/21,SFG,Road gray,PHI,Home white Dick Allen 15 memorial patch
4/20/21,MIL,Road navy Hank Aaron 44 memorial patch,SDP,Home white
4/20/21,LAD,Road gray Los Angeles Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,SEA,Home white
4/20/21,STL,Road gray Bob Gibson 45 memorial patch,WSN,Home white white panel hat
4/21/21,TOR,Road gray,BOS,Home white
4/21/21,NYM,Road gray Tom Seaver 41 memorial patch,CHC,Home white
4/21/21,ARI,Road gray,CIN,Home red Joe Morgan 8 memorial patch
4/21/21,CHW,Postponed - 5/31/21,CLE,Postponed - 5/31/21
4/21/21,HOU,Road orange,COL,Home purple
4/21/21,PIT,Road gray,DET,Home white
4/21/21,PIT,Road black,DET,Home white
4/21/21,TBR,Road navy,KCR,Home white
4/21/21,TEX,Road gray,LAA,Home white
4/21/21,BAL,Road gray,MIA,Home white
4/21/21,ATL,Road navy 150th season patch,NYY,Home white Whitey Ford 16 memorial patch
4/21/21,MIN,Road navy Mike Bell MB memorial patch,OAK,Home kelly green
4/21/21,SFG,Road gray,PHI,Home cream Dick Allen 15 memorial patch
4/21/21,MIL,Road navy Hank Aaron 44 memorial patch,SDP,Home white
4/21/21,STL,Road gray Bob Gibson 45 memorial patch,WSN,Home white white panel hat
4/22/21,SEA,Road navy,BOS,Home white Earth Day patch
4/22/21,NYM,Road royal Tom Seaver 41 memorial patch,CHC,Home white
4/22/21,ARI,Road gray,CIN,Home red Joe Morgan 8 memorial patch
4/22/21,NYY,Road gray Whitey Ford 16 memorial patch,CLE,Home white
4/22/21,PIT,Road black,DET,Home white
4/22/21,LAA,Road gray,HOU,Home white
4/22/21,SDP,Road sand,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/22/21,MIA,Road gray,SFG,Home cream
4/23/21,ARI,Road gray,ATL,Home red 150th season patch
4/23/21,OAK,Road gray,BAL,Home black
4/23/21,SEA,Road navy,BOS,Home red
4/23/21,MIL,Road navy Hank Aaron 44 memorial patch,CHC,Home white
4/23/21,TEX,Road gray,CHW,Home white
4/23/21,NYY,Road gray Whitey Ford 16 memorial patch,CLE,Home red
4/23/21,PHI,Road gray Dick Allen 15 memorial patch,COL,Home white 2021 All Star Game patch
4/23/21,KCR,Road gray,DET,Home white
4/23/21,LAA,Road gray,HOU,Home orange
4/23/21,SDP,Road sand,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/23/21,PIT,Road black,MIN,Home red Mike Bell MB memorial patch
4/23/21,WSN,Road navy Jackie Robinson Day,NYM,Home white Jackie Robinson Day
4/23/21,MIA,Road black,SFG,Home orange
4/23/21,CIN,Road gray Joe Morgan 8 memorial patch,STL,Home white Bob Gibson 45 memorial patch
4/23/21,TOR,Road gray,TBR,Home navy
4/24/21,ARI,Postponed - 4/25/21,ATL,Postponed - 4/25/21
4/24/21,OAK,Road gray,BAL,Home orange
4/24/21,SEA,Road navy,BOS,Home red
4/24/21,MIL,Road gray Hank Aaron 44 memorial patch,CHC,Home white
4/24/21,TEX,Road gray,CHW,Home white
4/24/21,NYY,Road gray Whitey Ford 16 memorial patch,CLE,Home red
4/24/21,PHI,Road gray Dick Allen 15 memorial patch,COL,Home white 2021 All Star Game patch
4/24/21,KCR,Road royal,DET,Home white
4/24/21,LAA,Road gray,HOU,Home white
4/24/21,SDP,Road sand,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/24/21,PIT,Road gray,MIN,Home powder Mike Bell MB memorial patch
4/24/21,WSN,Road navy,NYM,Home white Tom Seaver 41 memorial patch
4/24/21,MIA,Road gray,SFG,Home black black hat
4/24/21,CIN,Road red Joe Morgan 8 memorial patch,STL,Home cream Bob Gibson 45 memorial patch
4/24/21,TOR,Road gray,TBR,Home white
4/25/21,ARI,Road red snake hat,ATL,Home cream
4/25/21,ARI,Road gray,ATL,Home white 150th season patch
4/25/21,OAK,Road gray,BAL,Home white
4/25/21,SEA,Road navy,BOS,Home red
4/25/21,MIL,Road gray Hank Aaron 44 memorial patch,CHC,Home white
4/25/21,TEX,Road gray,CHW,Home throwback
4/25/21,NYY,Road gray Whitey Ford 16 memorial patch,CLE,Home white
4/25/21,PHI,Road gray Dick Allen 15 memorial patch,COL,Home white 2021 All Star Game patch
4/25/21,KCR,Road royal,DET,Home white
4/25/21,LAA,Road gray,HOU,Home navy
4/25/21,SDP,Road brown,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/25/21,PIT,Road gray,MIN,Home white Mike Bell MB memorial patch
4/25/21,WSN,Road gray,NYM,Home white Tom Seaver 41 memorial patch
4/25/21,MIA,Road gray,SFG,Home cream
4/25/21,CIN,Road red Joe Morgan 8 memorial patch,STL,Home white Sunday hat Bob Gibson 45 memorial patch
4/25/21,TOR,Road gray,TBR,Home powder throwback hat
4/26/21,CHC,Road royal,ATL,Home white 150th season patch
4/26/21,NYY,Road gray Whitey Ford 16 memorial patch,BAL,Home white
4/26/21,MIN,Road gray Mike Bell MB memorial patch,CLE,Home white
4/26/21,KCR,Road royal,DET,Home white
4/26/21,SEA,Road navy,HOU,Home white
4/26/21,CIN,Road red Joe Morgan 8 memorial patch,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/26/21,MIA,Road gray,MIL,Home cream Hank Aaron 44 memorial patch
4/26/21,COL,Road gray 2021 All Star Game patch,SFG,Home cream
4/26/21,PHI,Road gray Dick Allen 15 memorial patch,STL,Home white Bob Gibson 45 memorial patch
4/26/21,OAK,Road gray,TBR,Home powder
4/26/21,LAA,Road gray,TEX,Home white blue hat
4/27/21,SDP,Road brown,ARI,Home white teal accents
4/27/21,CHC,Road royal,ATL,Home white 150th season patch
4/27/21,NYY,Road gray Whitey Ford 16 memorial patch,BAL,Home white
4/27/21,DET,Road gray,CHW,Home white
4/27/21,MIN,Road navy Mike Bell MB memorial patch,CLE,Home white
4/27/21,SEA,Road navy,HOU,Home white
4/27/21,CIN,Road red Joe Morgan 8 memorial patch,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/27/21,MIA,Road gray,MIL,Home cream Hank Aaron 44 memorial patch
4/27/21,BOS,Road gray,NYM,Home white Tom Seaver 41 memorial patch
4/27/21,KCR,Road gray,PIT,Home white
4/27/21,COL,Road purple 2021 All Star Game patch,SFG,Home cream
4/27/21,PHI,Road gray Dick Allen 15 memorial patch,STL,Home white Bob Gibson 45 memorial patch
4/27/21,OAK,Road gray,TBR,Home navy
4/27/21,LAA,Road gray,TEX,Home white red hat
4/27/21,WSN,Road gray,TOR,Home white
4/28/21,SDP,Road brown,ARI,Home red A hat
4/28/21,CHC,Road royal,ATL,Home white 150th season patch
4/28/21,NYY,Road gray Whitey Ford 16 memorial patch,BAL,Home white
4/28/21,DET,Postponed - 4/29/21,CHW,Postponed - 4/29/21
4/28/21,MIN,Road navy Mike Bell MB memorial patch,CLE,Home white
4/28/21,SEA,Road navy,HOU,Home white
4/28/21,CIN,Road red Joe Morgan 8 memorial patch,LAD,Home white Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch
4/28/21,MIA,Road gray,MIL,Home cream Hank Aaron 44 memorial patch
4/28/21,BOS,Road gray,NYM,Home white Tom Seaver 41 memorial patch
4/28/21,KCR,Road gray,PIT,Home white Military Appreciation
4/28/21,COL,Road purple 2021 All Star Game patch,SFG,Home cream
4/28/21,PHI,Road gray Dick Allen 15 memorial patch,STL,Home white Bob Gibson 45 memorial patch
4/28/21,OAK,Road gray,TBR,Home navy
4/28/21,LAA,Road gray,TEX,Home white red hat
4/28/21,WSN,Road gray,TOR,Home white
4/29/21,COL,Road black 2021 All Star Game patch,ARI,Home white sand accents
4/29/21,CHC,Road gray,ATL,Home white 150th season patch
4/29/21,NYY,Road gray Whitey Ford 16 memorial patch,BAL,Home white
4/29/21,DET,Road gray,CHW,Home black
4/29/21,DET,Road gray,CHW,Home white
4/29/21,SEA,Road navy,HOU,Home white
4/29/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,MIL,Home cream Hank Aaron 44 memorial patch
4/29/21,PHI,Road gray Dick Allen 15 memorial patch,STL,Home white Bob Gibson 45 memorial patch
4/29/21,OAK,Road gray,TBR,Home navy
4/29/21,BOS,Road navy,TEX,Home white blue hat
4/30/21,COL,Road purple 2021 All Star Game patch,ARI,Home white teal accents
4/30/21,CLE,Road navy,CHW,Home white
4/30/21,CHC,Road royal,CIN,Home white Joe Morgan 8 memorial patch
4/30/21,LAD,Road gray Dodgers Tommy Lasorda TOMMY 2 memorial patch Don Sutton SUTTON 20 memorial patch,MIL,Home white Hank Aaron 44 memorial patch
4/30/21,KCR,Road gray,MIN,Home red Mike Bell MB memorial patch
4/30/21,DET,Road gray,NYY,Home white Whitey Ford 16 memorial patch
4/30/21,BAL,Road black,OAK,Home white
4/30/21,NYM,Road gray Tom Seaver 41 memorial patch,PHI,Home white Dick Allen 15 memorial patch
4/30/21,STL,Road gray Bob Gibson 45 memorial patch,PIT,Home white
4/30/21,SFG,Road gray,SDP,Home white
4/30/21,LAA,Road gray,SEA,Home teal
